#,ID Code,Type,Label,Level,Description,Count Up,Coordinates - Row,Coordinates - Column,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
82,I15005,Metric,Competitive Intensity,Sector,Consumer Products,No,84,61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,,,,,
83,I15006,Metric,Competitive Intensity,Sector,Energy,No,84,61,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,,,,,
84,I15007,Metric,Competitive Intensity,Sector,Health Care Services,No,84,61,0.25,0.27,0.24,0.13,0.06,0.05,0.04,0.32,0.31,0.29,0.3,0.3,0.3,0.31,0.31,0.3,0.27,0.25,0.23,0.22,0.2,0.2,0.18,0.18,0.14,0.12,0.1,0.08,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,,,,,
85,I15008,Metric,Competitive Intensity,Sector,Insurance,No,84,61,0.44,0.42,0.34,0.24,0.21,0.17,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.15,0.04,0.04,0.03,0.04,0.04,0.04,0.03,,,,,
86,I15009,Metric,Competitive Intensity,Sector,Life Sciences,No,84,61,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,,,,,
87,I15010,Metric,Competitive Intensity,Sector,Media & Entertainment,No,84,61,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.06,0.03,0.02,0.03,0.03,0.03,0.03,0.03,,,,,
88,I15011,Metric,Competitive Intensity,Sector,Process & Industrial Products,No,84,61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,
89,I15012,Metric,Competitive Intensity,Sector,Professional Service Firms,No,84,61,0.51,0.41,0.44,0.47,0.48,0.35,0.34,0.35,0.39,0.34,0.37,0.35,0.35,0.39,0.41,0.43,0.44,0.48,0.47,0.47,0.36,0.35,0.34,0.38,0.32,0.21,0.19,0.15,0.1,0.09,0.07,0.05,0.04,0.03,0.09,0.09,0.09,0.13,0.11,0.12,0.13,0.18,0.15,0.21,0.26,0.21,0.26,0.24,0.21,0.21,0.24,,,,,
90,I15013,Metric,Competitive Intensity,Sector,Retail,No,84,61,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.09,0.07,0.06,0.06,0.06,0.11,0.11,0.11,,,,,
91,I15014,Metric,Competitive Intensity,Sector,Technology,No,84,61,0.15,0.14,0.16,0.18,0.15,0.16,0.17,0.16,0.12,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.05,0.04,0.04,,,,,
92,I15015,Metric,Competitive Intensity,Sector,Telecommunications,No,84,61,0.26,0.24,0.22,0.2,0.19,0.16,0.16,0.16,0.15,0.14,0.11,0.1,0.09,0.09,0.08,0.08,0.06,0.06,0.06,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.03,0.04,0.06,0.03,0.03,0.03,0.03,0.04,0.05,,,,,
93,I15016,Metric,Competitive Intensity,Sub-Sector,Automotive - Suppliers,No,84,61,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.09,0.1,0.1,0.09,0.11,0.1,0.08,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.08,,,,,
94,I15017,Metric,Competitive Intensity,Sub-Sector,Automotive - PC OEMs,No,84,61,0.22,0.21,0.21,0.2,0.23,0.19,0.23,0.2,0.19,0.19,0.2,0.21,0.21,0.23,0.24,0.23,0.23,0.17,0.15,0.16,0.14,0.12,0.09,0.07,0.05,0.04,0.04,0.05,0.06,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.24,0.09,0.08,0.08,0.07,0.07,0.07,,,,,
95,I15018,Metric,Competitive Intensity,Sub-Sector,Automotive - CV OEMs,No,84,61,0.2,0.18,0.18,0.18,0.17,0.19,0.18,0.15,0.15,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.09,0.1,0.1,0.11,0.11,0.12,0.12,0.12,0.11,0.09,0.11,0.1,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.08,0.09,0.08,0.08,0.08,0.07,0.18,0.13,0.16,0.17,0.15,0.15,0.14,,,,,
96,I15019,Metric,Competitive Intensity,Sub-Sector,Banking & Financial Services - Banking,No,84,61,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,,,,,
97,I15020,Metric,Competitive Intensity,Sub-Sector,Banking & Financial Services - Securities,No,84,61,0.73,0.72,0.89,0.9,0.9,0.42,0.29,0.28,0.4,0.5,0.46,0.45,0.48,0.47,0.53,0.53,0.5,0.48,0.46,0.36,0.27,0.17,0.16,0.21,0.22,0.22,0.16,0.1,0.12,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.11,0.12,0.11,0.1,0.11,0.13,0.12,0.14,0.17,0.12,0.1,0.11,0.12,0.11,0.12,,,,,
98,I15021,Metric,Competitive Intensity,Sub-Sector,"Consumer Products - Food, Beverages and Food Processing",No,84,61,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,,,,,
99,I15022,Metric,Competitive Intensity,Sub-Sector,"Consumer Products - Apparel, Textile, Footwear, Accessories and Cosmetics",No,84,61,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.05,0.04,0.05,0.05,0.05,0.06,0.06,0.05,0.05,,,,,
100,I15023,Metric,Competitive Intensity,Sub-Sector,Consumer Products - Personal and Household Goods,No,84,61,0.11,0.1,0.1,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.1,0.09,0.09,0.1,0.1,0.12,0.12,0.14,0.14,0.11,0.11,0.12,0.13,0.14,0.15,0.16,0.18,0.18,0.17,0.16,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.15,0.16,0.23,0.2,0.26,0.32,0.28,0.29,0.26,0.13,0.24,0.13,,,,,
101,I15024,Metric,Competitive Intensity,Sub-Sector,Health Care Services - Plans,No,84,61,,,,,,,0,0.44,0.44,0.44,0.44,0.44,0.43,0.41,0.43,0.48,0.47,0.43,0.43,0.44,0.43,0.41,0.38,0.41,0.38,0.33,0.27,0.2,0.15,0.13,0.09,0.09,0.09,0.09,0.09,0.08,0.06,0.06,0.06,0.08,0.12,0.13,0.13,0.12,0.12,0.13,0.14,0.12,0.13,0.11,0.12,,,,,
102,I15025,Metric,Competitive Intensity,Sub-Sector,Health Care Services - Providers,No,84,61,0.29,0.29,0.25,0.14,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.07,0.1,0.12,0.11,0.11,0.1,0.11,0.09,0.07,0.07,0.06,0.06,0.04,0.07,0.07,0.09,0.09,0.09,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.08,0.07,,,,,
103,I15026,Metric,Competitive Intensity,Sub-Sector,Insurance - Life Insurance,No,84,61,0.86,0.81,0.85,0.45,0.27,0.22,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.08,0.09,0.1,0.1,0.11,0.11,0.1,0.09,0.1,0.16,0.05,0.05,0.07,0.07,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.1,0.08,0.06,0.07,0.08,0.07,0.07,,,,,
104,I15027,Metric,Competitive Intensity,Sub-Sector,Insurance - P&C Insurance,No,84,61,0.1,0.16,0.12,0.1,0.63,0.51,0.18,0.14,0.14,0.12,0.1,0.11,0.1,0.1,0.08,0.08,0.08,0.1,0.11,0.08,0.07,0.06,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.07,0.06,0.07,0.09,0.08,0.08,0.07,0.09,0.09,0.12,0.03,0.09,0.08,0.09,0.08,0.07,0.07,,,,,
105,I15028,Metric,Competitive Intensity,Sub-Sector,Insurance - Brokers,No,84,61,0.37,0.37,0.43,0.44,0.41,0.36,0.29,0.2,0.2,0.2,0.19,0.19,0.17,0.16,0.15,0.15,0.13,0.12,0.13,0.13,0.12,0.14,0.15,0.17,0.17,0.16,0.13,0.14,0.13,0.11,0.09,0.12,0.15,0.18,0.17,0.19,0.19,0.15,0.17,0.18,0.18,0.18,0.17,0.2,0.21,0.33,0.3,0.51,0.19,0.17,0.14,,,,,
106,I15029,Metric,Competitive Intensity,Sub-Sector,Media & Entertainment - Publications & Print,No,84,61,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.06,0.06,0.07,0.06,0.06,0.05,,,,,
107,I15030,Metric,Competitive Intensity,Sub-Sector,Media & Entertainment - Recorded Music,No,84,61,0.34,0.31,0.3,0.18,0.14,0.09,0.12,0.12,0.16,0.21,0.29,0.28,0.25,0.21,0.22,0.4,0.45,0.49,0.43,0.32,0.24,0.25,0.26,0.21,0.4,0.41,0.41,0.39,0.42,0.41,0.44,0.81,0.47,0.83,0.83,0.87,0.23,0.3,0.46,0.2,0.25,0.08,0.07,0.09,0.14,0.21,0,0,0,0,0,,,,,
108,I15031,Metric,Competitive Intensity,Sub-Sector,Media & Entertainment - Cable & Broadcasting,No,84,61,0.33,0.32,0.32,0.32,0.31,0.35,0.37,0.33,0.33,0.31,0.29,0.27,0.24,0.22,0.22,0.22,0.23,0.22,0.19,0.18,0.18,0.15,0.12,0.12,0.1,0.09,0.09,0.09,0.08,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.05,0.06,0.08,0.08,0.09,0.09,0.1,,,,,
109,I15032,Metric,Competitive Intensity,Sub-Sector,Media & Entertainment - Advertising,No,84,61,0.04,0.05,0.04,0.06,0.06,0.06,0.06,0.04,0.03,0.05,0.05,0.05,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.08,0.09,0.1,0.13,0.12,0.11,0.11,0.1,0.11,0.1,0.08,0.08,0.08,0.09,0.1,0.12,0.12,0.11,0.11,0.12,0.16,0.12,0.12,0.13,0.14,0.14,0.15,0.17,0.17,0.22,,,,,
110,I15033,Metric,Competitive Intensity,Sub-Sector,Media & Entertainment - Electronic Information,No,84,61,,0.72,0.43,0.39,0.28,0.28,0.27,0.26,0.27,0.2,0.23,0.18,0.2,0.2,0.25,0.28,0.29,0.3,0.31,0.44,0.33,0.35,0.36,0.43,0.42,0.42,0.25,0.25,0.25,0.19,0.21,0.2,0.19,0.14,0.13,0.14,0.16,0.13,0.1,0.11,0.11,0.09,0.08,0.08,0.1,0.11,0.1,0.13,0.08,0.07,0.07,,,,,
111,I15034,Metric,Competitive Intensity,Sub-Sector,Media & Entertainment - Film & Entertainment,No,84,61,0.09,0.08,0.13,0.23,0.25,0.23,0.2,0.2,0.22,0.2,0.2,0.23,0.22,0.2,0.21,0.2,0.21,0.19,0.19,0.16,0.11,0.11,0.11,0.12,0.16,0.23,0.23,0.25,0.25,0.33,0.31,0.32,0.36,0.35,0.31,0.43,0.52,0.58,0.65,0.57,0.64,0.67,0.63,0.65,0.14,0.21,0.26,0.33,0.22,0.19,0.17,,,,,
112,I15035,Metric,Competitive Intensity,Sub-Sector,Media & Entertainment - Films/Recreation,No,84,61,0.43,0.07,0.14,0.07,0.05,0.06,0.1,0.07,0.06,0.11,0.1,0.14,0.16,0.19,0.18,0.16,0.14,0.13,0.22,0.21,0.11,0.17,0.18,0.26,0.24,0.21,0.17,0.09,0.07,0.07,0.08,0.06,0.06,0.07,0.08,0.06,0.08,0.13,0.14,0.19,0.1,0.24,0.15,0.14,0.2,0.09,0.1,0.1,0.07,0.07,0.05,,,,,
113,I15036,Metric,Competitive Intensity,Sub-Sector,Retail - Retail,No,84,61,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.07,0.06,0.02,0.02,0.11,0.11,0.11,,,,,
114,I15037,Metric,Competitive Intensity,Sub-Sector,Technology - Technology,No,84,61,0.15,0.14,0.16,0.18,0.15,0.16,0.17,0.16,0.12,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.01,0.01,0.05,0.04,0.04,,,,,
115,I15038,Metric,Competitive Intensity,Sub-Sector,Telecommunications - Equipment Providers,No,84,61,0.28,0.27,0.21,0.19,0.19,0.51,0.49,0.46,0.37,0.31,0.27,0.25,0.28,0.28,0.28,0.27,0.26,0.24,0.19,0.18,0.13,0.14,0.16,0.17,0.19,0.26,0.26,0.23,0.18,0.18,0.16,0.14,0.13,0.1,0.09,0.08,0.08,0.09,0.1,0.09,0.1,0.15,0.12,0.13,0.15,0.11,0.11,0.11,0.33,0.38,0.52,,,,,
116,I15039,Metric,Competitive Intensity,Sub-Sector,Telecommunications - Wireless,No,84,61,0.42,0.41,0.57,0.49,0.56,0.6,0.56,0.6,0.61,0.64,0.59,0.56,0.54,0.55,0.57,0.52,0.52,0.46,0.38,0.39,0.43,0.36,0.27,0.4,0.36,0.29,0.26,0.22,0.22,0.21,0.16,0.12,0.1,0.05,0.09,0.08,0.07,0.07,0.06,0.05,0.05,0.1,0.07,0.07,0.22,0.06,0.06,0.06,0.06,0.06,0.07,,,,,
117,I15040,Metric,Competitive Intensity,Sub-Sector,Telecommunications - Wireline,No,84,61,0.42,0.41,0.4,0.39,0.38,0.38,0.36,0.36,0.34,0.3,0.19,0.16,0.14,0.14,0.14,0.14,0.09,0.09,0.08,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.06,0.05,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.08,0.06,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,,,,,
118,I16000,Metric,Labor Productivity,Economy,Economy,Yes,125,11,41.54,43.03,43.85,45.38,45.46,46.13,47.94,49.57,51.08,50.24,51.61,53.39,54.29,55.02,54.88,54.84,55.71,55.14,57.6,58.83,59.77,61.57,61.89,62.91,63.48,64.72,65.92,68.75,68.85,69.49,69.98,71.86,73.04,75.27,77.73,80.29,82.48,86.06,89.22,91.99,93.88,94.74,96.27,96.97,100,103.28,103.41,104.34,104.68,105.5,106.47,,,,,
119,I16001,Metric,Labor Productivity,Sector,Aerospace & Defense,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,81.94,82.96,83.86,87.17,91.88,97.19,101.01,95.4,94.71,98.21,100,114.37,118.27,108.38,116.61,120.31,122.72,120.96,129.11,124.99,148.98,150.18,142.61,154.28,149.97,157.08,162.87,169.09,169.55,,,,,
120,I16002,Metric,Labor Productivity,Sector,Automotive,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,81.51,84.35,84.53,81.81,78.68,85.37,87.97,94.02,95.05,94.18,100,106.04,115.95,112.71,112.31,123.26,131.07,139.91,144.41,151.76,154.28,137.77,123,148.54,160.39,168.53,170.39,173.24,174.45,,,,,
121,I16003,Metric,Labor Productivity,Sector,Aviation & Transport Services,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,93.89,96,94.52,95.89,98.73,103.95,100.6,99.58,97.43,96.99,100,102.57,106.77,111.22,110.39,114.23,119.5,121.69,123.38,127.26,128.97,126.65,122.98,130.92,132.32,131.5,131.36,131.56,130.9,,,,,
122,I16004,Metric,Labor Productivity,Sector,Banking & Financial Institutions,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,71.82,73.34,76.94,81.73,85.46,88.54,91.13,93.32,95.67,100.82,100,103.7,110.84,114.71,117.55,125.77,130.74,130.75,136.98,139.21,144.14,143.13,155.08,154.03,151.38,154.91,155.48,152.64,156.67,,,,,
123,I16005,Metric,Labor Productivity,Sector,Consumer Products,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,81.77,82.43,83.73,85.95,88.14,91.85,90.47,91.57,95.21,96.83,100,101.71,103.79,105.72,110.63,114.26,124.5,131.35,145.17,149.81,153.25,154.23,154.66,154.47,152.1,145.81,148.62,148.4,151.23,,,,,
124,I16006,Metric,Labor Productivity,Sector,Energy,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,90.61,90.33,94,100,118.94,125.63,133.04,136.24,138.87,142.39,143.35,142.14,145.15,142.02,153.69,156.12,147.73,143.52,137.26,139.07,140.81,143.9,,,,,
125,I16007,Metric,Labor Productivity,Sector,Health Care Services,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,89.25,91.43,92.54,93.35,94.81,89.32,89.5,94.5,96.78,100.28,100,92.54,94.38,96.46,100.57,96.71,102.11,102.16,106.51,107.81,104.37,101.99,96.43,91.05,92.04,83.96,81.53,86.18,89.58,,,,,
126,I16008,Metric,Labor Productivity,Sector,Insurance,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,I16009,Metric,Labor Productivity,Sector,Life Sciences,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,104.9,104.45,103.66,100.14,99.48,98.48,96.73,96.02,95.01,95.29,100,104.61,107.16,111.68,107.7,112.37,115.73,114.99,117.68,121.94,127.01,124.43,120.14,126.42,126.41,126.27,129.54,135.11,135.56,,,,,
128,I16010,Metric,Labor Productivity,Sector,Media & Entertainment,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,69.98,72.19,73.58,74.82,75.74,79.37,83.05,86.05,91.71,97.23,100,100.47,106.46,114.37,112.51,116.18,118.4,118.97,114.4,108.08,105.62,103.81,109.07,109.13,101.35,99.51,102.26,103.73,111.25,,,,,
129,I16011,Metric,Labor Productivity,Sector,Process & Industrial Products,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,82.8,85.36,84.93,86.6,87.99,92.41,93.37,94.84,96.4,97.81,100,101.3,103.54,106.33,105.32,113.32,117.29,121.45,124.87,125.97,128.16,128.32,121.84,131.05,133,134.44,135.23,134.02,136.26,,,,,
130,I16012,Metric,Labor Productivity,Sector,Professional Service Firms,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,I16013,Metric,Labor Productivity,Sector,Retail,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,75.33,77.34,78.22,79.3,80.51,85.32,88.2,90.54,93.53,96.93,100,105.32,112.37,117.44,119.71,123.85,129.8,138.1,141.5,146.44,149.69,147.58,145.97,151.83,152.77,156.19,162.21,165.12,168.35,,,,,
132,I16014,Metric,Labor Productivity,Sector,Technology,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,14.82,17.28,18.61,21.2,24.27,30.55,36.95,46.18,62.67,81.5,100,133.34,165.96,191.95,199.3,223.96,266.23,298.51,331.03,354.24,403.46,447.45,450.79,510.8,544.07,504.37,517.29,532.36,537.64,,,,,
133,I16015,Metric,Labor Productivity,Sector,Telecommunications,No,125,33, ,,,,,,,,,,,,,,,,,,,,,,59.74,64.88,67.68,68.86,70.1,74.68,78.79,84.3,88.42,95.23,100,106.33,116.29,122.72,124.5,136.58,149.87,165.17,181.37,193.38,203.98,215.01,225.54,243.49,264.45,282.44,286.97,304.45,334.8,,,,,
134,I17000,Metric,Stock Price Volatility,Economy,Economy,Yes,141,61,,,,,,,,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,,,,,
135,I17001,Supporting Data,Merger Activity,Economy,Economy,No,141,61,,,,,,,,32,75,66,51,66,95,81,75,106,80,94,106,103,112,99,99,114,98,125,97,211,149,225,289,397,412,493,407,462,428,305,262,273,327,290,267,237,217,217,227,277,146,168,170,,,,,
136,I17002,Metric,Stock Price Volatility,Sector,Aerospace & Defense,No,141,61,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,,,,,
137,I17003,Metric,Stock Price Volatility,Sector,Automotive,No,141,61,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,,,,,
138,I17004,Metric,Stock Price Volatility,Sector,Aviation & Transport Services,No,141,61,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,,,,,
139,I17005,Metric,Stock Price Volatility,Sector,Banking & Financial Institutions,No,141,61,,,,,,,,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.02,0.02,0.01,0.01,0.01,0.01,,,,,
140,I17006,Metric,Stock Price Volatility,Sector,Consumer Products,No,141,61,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,
141,I17007,Metric,Stock Price Volatility,Sector,Energy,No,141,61,,,,,,,,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,,,,,
142,I17008,Metric,Stock Price Volatility,Sector,Health Care Services,No,141,61,,,,,,,,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,,,,,
